Id,Category
210,neutral
211,neutral
212,neutral
213,contradiction
214,contradiction
215,entailment
216,neutral
217,neutral
218,contradiction
219,contradiction
220,neutral
221,contradiction
222,contradiction
223,contradiction
224,entailment
225,neutral
226,entailment
227,contradiction
228,contradiction
229,neutral
230,contradiction
231,neutral
232,neutral
233,contradiction
234,neutral
235,neutral
236,neutral
237,entailment
238,entailment
239,neutral
240,neutral
241,neutral
242,entailment
243,entailment
244,neutral
245,neutral
246,neutral
247,entailment
248,entailment
249,neutral
250,neutral
251,entailment
252,neutral
253,neutral
254,neutral
255,neutral
256,neutral
257,neutral
258,neutral
259,entailment
260,contradiction
261,neutral
262,neutral
263,neutral
264,neutral
265,entailment
266,entailment
267,neutral
268,neutral
269,entailment
270,neutral
271,entailment
272,entailment
273,neutral
274,neutral
275,neutral
276,entailment
277,neutral
278,contradiction
279,neutral
280,contradiction
281,neutral
282,contradiction
283,neutral
284,neutral
285,entailment
286,neutral
287,entailment
288,neutral
289,neutral
290,neutral
291,entailment
292,neutral
293,entailment
294,entailment
295,neutral
296,neutral
297,neutral
298,neutral
299,entailment
300,contradiction
301,entailment
302,neutral
303,entailment
304,neutral
305,entailment
306,neutral
307,contradiction
308,neutral
309,neutral
310,entailment
311,entailment
312,contradiction
313,neutral
314,neutral
315,entailment
316,neutral
317,entailment
318,contradiction
319,neutral
320,entailment
321,neutral
322,neutral
323,neutral
324,contradiction
325,contradiction
326,contradiction
327,neutral
328,entailment
329,neutral
330,entailment
331,neutral
332,neutral
333,entailment
334,entailment
335,neutral
336,neutral
337,entailment
338,neutral
339,neutral
340,neutral
341,neutral
342,neutral
343,entailment
344,contradiction
345,neutral
346,contradiction
347,entailment
348,neutral
349,neutral
350,neutral
351,contradiction
352,neutral
353,neutral
354,neutral
355,neutral
356,contradiction
357,entailment
358,neutral
359,neutral
360,neutral
361,entailment
362,entailment
363,contradiction
364,entailment
365,contradiction
366,contradiction
367,contradiction
368,neutral
369,neutral
370,entailment
371,neutral
372,neutral
373,contradiction
374,neutral
375,neutral
376,neutral
377,neutral
378,entailment
379,entailment
380,neutral
381,contradiction
382,neutral
383,neutral
384,entailment
385,neutral
386,entailment
387,neutral
388,entailment
389,neutral
390,neutral
391,neutral
392,entailment
393,neutral
394,neutral
395,neutral
396,neutral
397,entailment
398,entailment
399,neutral
400,neutral
401,contradiction
402,contradiction
403,entailment
404,contradiction
405,neutral
406,neutral
407,contradiction
408,neutral
409,contradiction
410,neutral
411,neutral
412,entailment
413,neutral
414,entailment
415,neutral
416,entailment
417,entailment
418,entailment
419,neutral
420,contradiction
421,neutral
422,entailment
423,neutral
424,neutral
425,neutral
426,entailment
427,neutral
428,neutral
429,neutral
430,neutral
431,neutral
432,entailment
433,contradiction
434,neutral
435,entailment
436,neutral
437,neutral
438,neutral
439,entailment
440,neutral
441,entailment
442,contradiction
443,neutral
444,neutral
445,neutral
446,neutral
447,neutral
448,neutral
449,neutral
450,neutral
451,neutral
452,neutral
453,neutral
454,entailment
455,neutral
456,neutral
457,neutral
458,neutral
459,entailment
460,neutral
461,entailment
462,neutral
463,entailment
464,entailment
465,neutral
466,contradiction
467,contradiction
468,neutral
469,contradiction
470,neutral
471,neutral
472,entailment
473,contradiction
474,neutral
475,neutral
476,neutral
477,neutral
478,neutral
479,contradiction
480,neutral
481,neutral
482,entailment
483,entailment
484,neutral
485,contradiction
486,neutral
487,neutral
488,neutral
489,neutral
490,neutral
491,entailment
492,neutral
493,neutral
494,neutral
495,entailment
496,neutral
497,entailment
498,entailment
499,neutral
500,neutral
501,entailment
502,entailment
503,neutral
504,neutral
505,contradiction
506,entailment
507,entailment
508,entailment
509,entailment
510,neutral
511,entailment
512,neutral
513,neutral
514,neutral
515,neutral
516,contradiction
517,entailment
518,neutral
519,neutral
520,entailment
521,neutral
522,neutral
523,entailment
524,entailment
525,contradiction
526,neutral
527,entailment
528,contradiction
529,entailment
530,neutral
531,neutral
532,neutral
533,neutral
534,entailment
535,neutral
536,neutral
537,entailment
538,entailment
539,neutral
540,neutral
541,neutral
542,neutral
543,contradiction
544,neutral
545,neutral
546,neutral
547,contradiction
548,entailment
549,neutral
550,neutral
551,entailment
552,neutral
553,entailment
554,neutral
555,entailment
556,contradiction
557,entailment
558,entailment
559,entailment
560,neutral
561,entailment
562,neutral
563,contradiction
564,neutral
565,entailment
566,entailment
567,neutral
568,entailment
569,contradiction
570,contradiction
571,entailment
572,neutral
573,neutral
574,contradiction
575,neutral
576,neutral
577,neutral
578,neutral
579,entailment
580,entailment
581,contradiction
582,neutral
583,neutral
584,entailment
585,neutral
586,contradiction
587,neutral
588,entailment
589,entailment
590,entailment
591,neutral
592,contradiction
593,neutral
594,neutral
595,neutral
596,neutral
597,neutral
598,neutral
599,neutral
600,entailment
601,neutral
602,entailment
603,contradiction
604,contradiction
605,entailment
606,neutral
607,entailment
608,neutral
609,neutral
610,neutral
611,neutral
612,neutral
613,entailment
614,neutral
615,contradiction
616,entailment
617,neutral
618,neutral
619,contradiction
620,entailment
621,contradiction
622,entailment
623,neutral
624,neutral
625,neutral
626,neutral
627,neutral
628,entailment
629,neutral
630,neutral
631,contradiction
632,contradiction
633,entailment
634,neutral
635,neutral
636,neutral
637,entailment
638,entailment
639,neutral
640,neutral
641,neutral
642,neutral
643,neutral
644,entailment
645,entailment
646,entailment
647,entailment
648,neutral
649,contradiction
650,neutral
651,neutral
652,contradiction
653,neutral
654,neutral
655,neutral
656,contradiction
657,neutral
658,neutral
659,neutral
660,entailment
661,neutral
662,contradiction
663,entailment
664,entailment
665,entailment
666,neutral
667,neutral
668,neutral
669,neutral
670,neutral
671,contradiction
672,neutral
673,neutral
674,entailment
675,neutral
676,neutral
677,entailment
678,neutral
679,neutral
680,neutral
681,neutral
682,neutral
683,entailment
684,contradiction
685,entailment
686,neutral
687,neutral
688,contradiction
689,contradiction
690,neutral
691,neutral
692,neutral
693,neutral
694,entailment
695,entailment
696,contradiction
697,entailment
698,entailment
699,entailment
700,neutral
701,neutral
702,entailment
703,entailment
704,neutral
705,neutral
706,entailment
707,neutral
708,neutral
709,neutral
710,entailment
711,neutral
712,contradiction
713,entailment
714,neutral
715,neutral
716,contradiction
717,neutral
718,neutral
719,neutral
720,neutral
721,entailment
722,neutral
723,neutral
724,entailment
725,neutral
726,neutral
727,contradiction
728,neutral
729,neutral
730,neutral
731,entailment
732,neutral
733,neutral
734,neutral
735,neutral
736,contradiction
737,neutral
738,neutral
739,neutral
740,neutral
741,entailment
742,contradiction
743,contradiction
744,entailment
745,entailment
746,entailment
747,entailment
748,neutral
749,neutral
750,contradiction
751,neutral
752,entailment
753,contradiction
754,entailment
755,neutral
756,neutral
757,entailment
758,neutral
759,neutral
760,neutral
761,neutral
762,contradiction
763,entailment
764,neutral
765,contradiction
766,contradiction
767,entailment
768,neutral
769,neutral
770,neutral
771,neutral
772,neutral
773,entailment
774,neutral
775,neutral
776,neutral
777,contradiction
778,neutral
779,neutral
780,neutral
781,neutral
782,entailment
783,neutral
784,contradiction
785,contradiction
786,entailment
787,neutral
788,neutral
789,neutral
790,neutral
791,neutral
792,entailment
793,neutral
794,neutral
795,neutral
796,entailment
797,neutral
798,contradiction
799,entailment
800,neutral
801,neutral
802,entailment
803,entailment
804,neutral
805,entailment
806,contradiction
807,entailment
808,neutral
809,contradiction
810,entailment
811,neutral
812,entailment
813,entailment
814,neutral
815,entailment
816,neutral
817,neutral
818,contradiction
819,neutral
820,neutral
821,neutral
822,neutral
823,neutral
824,entailment
825,entailment
826,entailment
827,neutral
828,entailment
829,neutral
830,neutral
831,entailment
832,neutral
833,neutral
834,neutral
835,entailment
836,contradiction
837,neutral
838,neutral
839,entailment
840,entailment
841,contradiction
842,entailment
843,entailment
844,neutral
845,contradiction
846,neutral
847,neutral
848,neutral
849,neutral
850,neutral
851,entailment
852,neutral
853,contradiction
854,neutral
855,neutral
856,neutral
857,neutral
858,neutral
859,neutral
860,contradiction
861,neutral
862,neutral
863,neutral
864,neutral
865,entailment
866,contradiction
867,neutral
868,neutral
869,neutral
870,entailment
871,neutral
872,neutral
873,entailment
874,neutral
875,neutral
876,contradiction
877,neutral
878,neutral
879,neutral
880,entailment
881,neutral
882,entailment
883,neutral
884,contradiction
885,neutral
886,neutral
887,entailment
888,contradiction
889,neutral
890,entailment
891,neutral
892,entailment
893,contradiction
894,contradiction
895,neutral
896,neutral
897,neutral
898,entailment
899,entailment
900,neutral
901,neutral
902,neutral
903,neutral
904,entailment
905,neutral
906,neutral
907,neutral
908,neutral
909,neutral
910,entailment
911,neutral
912,neutral
913,neutral
914,entailment
915,neutral
916,neutral
917,contradiction
918,neutral
919,neutral
920,neutral
921,entailment
922,neutral
923,entailment
924,contradiction
925,neutral
926,neutral
927,contradiction
928,neutral
929,neutral
930,entailment
931,neutral
932,neutral
933,entailment
934,neutral
935,neutral
936,entailment
937,contradiction
938,entailment
939,neutral
940,neutral
941,neutral
942,contradiction
943,neutral
944,entailment
945,neutral
946,entailment
947,contradiction
948,entailment
949,neutral
950,entailment
951,entailment
952,entailment
953,entailment
954,neutral
955,entailment
956,contradiction
957,neutral
958,entailment
959,contradiction
960,contradiction
961,neutral
962,entailment
963,neutral
964,neutral
965,entailment
966,neutral
967,entailment
968,neutral
969,entailment
970,neutral
971,neutral
972,contradiction
973,neutral
974,entailment
975,contradiction
976,entailment
977,neutral
978,entailment
979,neutral
980,neutral
981,entailment
982,entailment
983,neutral
984,neutral
985,entailment
986,neutral
987,contradiction
988,entailment
989,neutral
990,contradiction
991,entailment
992,entailment
993,entailment
994,neutral
995,contradiction
996,neutral
997,neutral
998,neutral
999,neutral
1000,neutral
1001,neutral
1002,neutral
1003,neutral
1004,neutral
1005,contradiction
1006,neutral
1007,entailment
1008,neutral
1009,entailment
1010,neutral
1011,neutral
1012,neutral
1013,contradiction
1014,neutral
1015,neutral
1016,neutral
1017,entailment
1018,neutral
1019,entailment
1020,entailment
1021,neutral
1022,entailment
1023,contradiction
1024,neutral
1025,neutral
1026,entailment
1027,contradiction
1028,neutral
1029,entailment
1030,neutral
1031,contradiction
1032,neutral
1033,entailment
1034,contradiction
1035,neutral
1036,neutral
1037,neutral
1038,neutral
1039,entailment
1040,neutral
1041,neutral
1042,neutral
1043,entailment
1044,neutral
1045,neutral
1046,neutral
1047,entailment
1048,entailment
1049,neutral
1050,neutral
1051,neutral
1052,neutral
1053,neutral
1054,entailment
1055,neutral
1056,entailment
1057,entailment
1058,neutral
1059,neutral
1060,entailment
1061,neutral
1062,entailment
1063,neutral
1064,neutral
1065,entailment
1066,neutral
1067,entailment
1068,neutral
1069,entailment
1070,entailment
1071,entailment
1072,neutral
1073,neutral
1074,entailment
1075,entailment
1076,neutral
1077,neutral
1078,neutral
1079,neutral
1080,contradiction
1081,neutral
1082,neutral
1083,neutral
1084,neutral
1085,neutral
1086,neutral
1087,neutral
1088,neutral
1089,neutral
1090,neutral
1091,neutral
1092,neutral
1093,contradiction
1094,contradiction
1095,neutral
1096,neutral
1097,neutral
1098,neutral
1099,contradiction
1100,neutral
1101,neutral
1102,neutral
1103,entailment
1104,entailment
1105,neutral
1106,neutral
1107,entailment
1108,entailment
1109,neutral
1110,neutral
1111,entailment
1112,contradiction
1113,neutral
1114,neutral
1115,entailment
1116,neutral
1117,neutral
1118,neutral
1119,contradiction
1120,neutral
1121,entailment
1122,entailment
1123,entailment
1124,contradiction
1125,neutral
1126,neutral
1127,contradiction
1128,neutral
1129,entailment
1130,entailment
1131,entailment
1132,neutral
1133,neutral
1134,neutral
1135,neutral
1136,entailment
1137,neutral
1138,neutral
1139,neutral
1140,contradiction
1141,neutral
1142,neutral
1143,neutral
1144,entailment
1145,neutral
1146,neutral
1147,neutral
1148,contradiction
1149,neutral
1150,neutral
1151,entailment
1152,neutral
1153,neutral
1154,contradiction
1155,neutral
1156,neutral
1157,entailment
1158,contradiction
1159,neutral
1160,neutral
1161,entailment
1162,neutral
1163,contradiction
1164,contradiction
1165,neutral
1166,entailment
1167,neutral
1168,entailment
1169,neutral
1170,entailment
1171,neutral
1172,neutral
1173,entailment
1174,neutral
1175,neutral
1176,neutral
1177,entailment
1178,neutral
1179,entailment
1180,entailment
1181,neutral
1182,neutral
1183,neutral
1184,entailment
1185,entailment
1186,neutral
1187,entailment
1188,neutral
1189,neutral
1190,entailment
1191,entailment
1192,neutral
1193,neutral
1194,neutral
1195,entailment
1196,entailment
1197,entailment
1198,entailment
1199,neutral
1200,neutral
1201,entailment
1202,neutral
1203,contradiction
1204,neutral
1205,neutral
1206,contradiction
1207,entailment
1208,entailment
1209,neutral
1210,neutral
1211,neutral
1212,entailment
1213,entailment
1214,neutral
1215,neutral
1216,neutral
1217,entailment
1218,neutral
1219,neutral
1220,neutral
1221,neutral
1222,entailment
1223,neutral
1224,entailment
1225,entailment
1226,neutral
1227,neutral
1228,neutral
1229,neutral
1230,neutral
1231,neutral
1232,contradiction
1233,neutral
1234,neutral
1235,entailment
1236,entailment
1237,neutral
1238,entailment
1239,neutral
1240,contradiction
1241,neutral
1242,neutral
1243,neutral
1244,contradiction
1245,neutral
1246,neutral
1247,neutral
1248,neutral
1249,neutral
1250,entailment
1251,neutral
1252,neutral
1253,contradiction
1254,neutral
1255,contradiction
1256,neutral
1257,neutral
1258,neutral
1259,neutral
1260,contradiction
1261,neutral
1262,entailment
1263,neutral
1264,neutral
1265,neutral
1266,neutral
1267,entailment
1268,neutral
1269,neutral
1270,contradiction
1271,neutral
1272,neutral
1273,neutral
1274,contradiction
1275,neutral
1276,neutral
1277,neutral
1278,entailment
1279,neutral
1280,contradiction
1281,neutral
1282,neutral
1283,entailment
1284,neutral
1285,neutral
1286,neutral
1287,neutral
1288,contradiction
1289,contradiction
1290,contradiction
1291,entailment
1292,entailment
1293,neutral
1294,contradiction
1295,neutral
1296,neutral
1297,neutral
1298,entailment
1299,neutral
1300,entailment
1301,neutral
1302,neutral
1303,neutral
1304,neutral
1305,neutral
1306,neutral
1307,neutral
1308,neutral
1309,entailment
1310,entailment
1311,entailment
1312,neutral
1313,neutral
1314,neutral
1315,contradiction
1316,neutral
1317,entailment
1318,entailment
1319,neutral
1320,neutral
1321,entailment
1322,contradiction
1323,contradiction
1324,entailment
1325,entailment
1326,neutral
1327,neutral
1328,neutral
1329,entailment
1330,neutral
1331,neutral
1332,neutral
1333,neutral
1334,contradiction
1335,neutral
1336,entailment
1337,neutral
1338,entailment
1339,entailment
1340,neutral
1341,entailment
1342,neutral
1343,entailment
1344,neutral
1345,entailment
1346,contradiction
1347,neutral
1348,entailment
1349,contradiction
1350,entailment
1351,neutral
1352,neutral
1353,neutral
1354,neutral
1355,contradiction
1356,entailment
1357,entailment
1358,neutral
1359,neutral
1360,entailment
1361,entailment
1362,neutral
1363,neutral
1364,neutral
1365,neutral
1366,entailment
1367,entailment
1368,neutral
1369,entailment
1370,neutral
1371,contradiction
1372,entailment
1373,neutral
1374,neutral
1375,neutral
1376,contradiction
1377,contradiction
1378,contradiction
1379,entailment
1380,neutral
1381,entailment
1382,entailment
1383,entailment
1384,neutral
1385,entailment
1386,neutral
1387,neutral
1388,neutral
1389,entailment
1390,neutral
1391,neutral
1392,contradiction
1393,neutral
1394,neutral
1395,neutral
1396,neutral
1397,neutral
1398,neutral
1399,neutral
1400,neutral
1401,neutral
1402,entailment
1403,neutral
1404,entailment
1405,neutral
1406,neutral
1407,neutral
1408,neutral
1409,contradiction
1410,neutral
1411,entailment
1412,entailment
1413,contradiction
1414,neutral
1415,neutral
1416,neutral
1417,entailment
1418,neutral
1419,neutral
1420,neutral
1421,contradiction
1422,neutral
1423,neutral
1424,neutral
1425,contradiction
1426,neutral
1427,neutral
1428,neutral
1429,neutral
1430,entailment
1431,neutral
1432,entailment
1433,neutral
1434,neutral
1435,entailment
1436,neutral
1437,neutral
1438,neutral
1439,neutral
1440,neutral
1441,neutral
1442,neutral
1443,neutral
1444,entailment
1445,neutral
1446,neutral
1447,neutral
1448,neutral
1449,neutral
1450,neutral
1451,neutral
1452,neutral
1453,neutral
1454,entailment
1455,entailment
1456,entailment
1457,neutral
1458,neutral
1459,entailment
1460,neutral
1461,neutral
1462,entailment
1463,entailment
1464,neutral
1465,neutral
1466,neutral
1467,neutral
1468,neutral
1469,neutral
1470,neutral
1471,entailment
1472,neutral
1473,entailment
1474,neutral
1475,neutral
1476,entailment
1477,entailment
1478,neutral
1479,entailment
1480,entailment
1481,neutral
1482,neutral
1483,neutral
1484,entailment
1485,entailment
1486,entailment
1487,entailment
1488,contradiction
1489,neutral
1490,neutral
1491,entailment
1492,entailment
1493,contradiction
1494,contradiction
1495,entailment
1496,neutral
1497,contradiction
1498,contradiction
1499,entailment
1500,contradiction
1501,neutral
1502,neutral
1503,neutral
1504,neutral
1505,neutral
1506,contradiction
1507,entailment
1508,neutral
1509,neutral
1510,contradiction
1511,neutral
1512,contradiction
1513,neutral
1514,neutral
1515,contradiction
1516,entailment
1517,contradiction
1518,neutral
1519,neutral
1520,neutral
1521,neutral
1522,neutral
1523,neutral
1524,entailment
1525,neutral
1526,contradiction
1527,neutral
1528,neutral
1529,contradiction
1530,neutral
1531,neutral
1532,entailment
1533,neutral
1534,entailment
1535,neutral
1536,entailment
1537,neutral
1538,entailment
1539,contradiction
1540,contradiction
1541,neutral
1542,neutral
1543,neutral
1544,neutral
1545,entailment
1546,neutral
1547,entailment
1548,neutral
1549,neutral
1550,neutral
1551,contradiction
1552,neutral
1553,neutral
1554,neutral
1555,neutral
1556,neutral
1557,neutral
1558,neutral
1559,neutral
1560,neutral
1561,entailment
1562,entailment
1563,entailment
1564,contradiction
1565,contradiction
1566,contradiction
1567,neutral
1568,entailment
1569,neutral
1570,contradiction
1571,neutral
1572,entailment
1573,neutral
1574,entailment
1575,entailment
1576,neutral
1577,neutral
1578,neutral
1579,neutral
1580,contradiction
1581,contradiction
1582,neutral
1583,neutral
1584,neutral
1585,entailment
1586,entailment
1587,contradiction
1588,neutral
1589,neutral
1590,entailment
1591,entailment
1592,neutral
1593,neutral
1594,neutral
1595,entailment
1596,neutral
1597,neutral
1598,neutral
1599,neutral
1600,entailment
1601,neutral
1602,entailment
1603,contradiction
1604,neutral
1605,neutral
1606,neutral
1607,neutral
1608,entailment
1609,entailment
1610,neutral
1611,contradiction
1612,neutral
1613,entailment
1614,neutral
1615,neutral
1616,neutral
1617,neutral
1618,entailment
1619,contradiction
1620,entailment
1621,entailment
1622,neutral
1623,contradiction
1624,contradiction
1625,neutral
1626,contradiction
1627,entailment
1628,neutral
1629,neutral
1630,neutral
1631,entailment
1632,entailment
1633,neutral
1634,contradiction
1635,entailment
1636,entailment
1637,entailment
1638,neutral
1639,contradiction
1640,entailment
1641,contradiction
1642,entailment
1643,neutral
1644,neutral
1645,neutral
1646,neutral
1647,entailment
1648,entailment
1649,contradiction
1650,neutral
1651,entailment
1652,entailment
1653,contradiction
1654,neutral
1655,neutral
1656,neutral
1657,entailment
1658,neutral
1659,entailment
1660,neutral
1661,entailment
1662,neutral
1663,neutral
1664,contradiction
1665,neutral
1666,neutral
1667,neutral
1668,entailment
1669,entailment
1670,neutral
1671,neutral
1672,neutral
1673,entailment
1674,neutral
1675,neutral
1676,neutral
1677,neutral
1678,neutral
1679,entailment
1680,neutral
1681,neutral
1682,contradiction
1683,neutral
1684,neutral
1685,entailment
1686,entailment
1687,contradiction
1688,contradiction
1689,neutral
1690,neutral
1691,neutral
1692,contradiction
1693,entailment
1694,neutral
1695,neutral
1696,neutral
1697,entailment
1698,neutral
1699,contradiction
1700,neutral
1701,entailment
1702,neutral
1703,entailment
1704,neutral
1705,neutral
1706,contradiction
1707,entailment
1708,neutral
1709,contradiction
1710,neutral
1711,entailment
1712,neutral
1713,neutral
1714,neutral
1715,neutral
1716,neutral
1717,neutral
1718,entailment
1719,entailment
1720,contradiction
1721,neutral
1722,neutral
1723,neutral
1724,entailment
1725,neutral
1726,neutral
1727,neutral
1728,neutral
1729,neutral
1730,entailment
1731,neutral
1732,entailment
1733,neutral
1734,neutral
1735,contradiction
1736,entailment
1737,neutral
1738,neutral
1739,entailment
1740,neutral
1741,entailment
1742,neutral
1743,neutral
1744,neutral
1745,entailment
1746,neutral
1747,entailment
1748,neutral
1749,neutral
1750,entailment
1751,entailment
1752,neutral
1753,entailment
1754,contradiction
1755,neutral
1756,entailment
1757,entailment
1758,neutral
1759,neutral
1760,neutral
1761,entailment
1762,entailment
1763,contradiction
1764,entailment
1765,entailment
1766,neutral
1767,entailment
1768,neutral
1769,neutral
1770,neutral
1771,neutral
1772,neutral
1773,neutral
1774,neutral
1775,neutral
1776,entailment
1777,entailment
1778,entailment
1779,neutral
1780,neutral
1781,neutral
1782,neutral
1783,neutral
1784,neutral
1785,entailment
1786,contradiction
1787,neutral
1788,entailment
1789,neutral
1790,neutral
1791,contradiction
1792,contradiction
1793,entailment
1794,entailment
1795,neutral
1796,neutral
1797,contradiction
1798,neutral
1799,contradiction
1800,neutral
1801,entailment
1802,contradiction
1803,entailment
1804,neutral
1805,neutral
1806,neutral
1807,neutral
1808,neutral
1809,entailment
1810,entailment
1811,contradiction
1812,neutral
1813,entailment
1814,entailment
1815,neutral
1816,contradiction
1817,neutral
1818,neutral
1819,entailment
1820,neutral
1821,neutral
1822,contradiction
1823,entailment
1824,neutral
1825,neutral
1826,entailment
1827,entailment
1828,neutral
1829,entailment
1830,neutral
1831,entailment
1832,neutral
1833,neutral
1834,entailment
1835,neutral
1836,neutral
1837,contradiction
1838,neutral
1839,entailment
1840,contradiction
1841,entailment
1842,entailment
1843,neutral
1844,contradiction
1845,neutral
1846,entailment
1847,entailment
1848,entailment
1849,neutral
1850,neutral
1851,contradiction
1852,entailment
1853,neutral
1854,entailment
1855,entailment
1856,entailment
1857,neutral
1858,neutral
1859,contradiction
1860,contradiction
1861,entailment
1862,neutral
1863,entailment
1864,contradiction
1865,neutral
1866,neutral
1867,neutral
1868,contradiction
1869,entailment
1870,entailment
1871,entailment
1872,entailment
1873,neutral
1874,neutral
1875,neutral
1876,entailment
1877,neutral
1878,neutral
1879,neutral
1880,neutral
1881,entailment
1882,contradiction
1883,neutral
1884,neutral
1885,neutral
1886,entailment
1887,entailment
1888,neutral
1889,neutral
1890,neutral
1891,neutral
1892,neutral
1893,entailment
1894,neutral
1895,neutral
1896,neutral
1897,entailment
1898,neutral
1899,neutral
1900,entailment
1901,neutral
1902,entailment
1903,entailment
1904,neutral
1905,neutral
1906,contradiction
1907,neutral
1908,entailment
1909,neutral
1910,neutral
1911,neutral
1912,entailment
1913,neutral
1914,contradiction
1915,neutral
1916,neutral
1917,entailment
1918,neutral
1919,neutral
1920,neutral
1921,entailment
1922,entailment
1923,neutral
1924,contradiction
1925,contradiction
1926,neutral
1927,entailment
1928,contradiction
1929,neutral
1930,entailment
1931,entailment
1932,entailment
1933,entailment
1934,entailment
1935,neutral
1936,contradiction
1937,entailment
1938,entailment
1939,neutral
1940,entailment
1941,neutral
1942,neutral
1943,contradiction
1944,entailment
1945,neutral
1946,entailment
1947,contradiction
1948,entailment
1949,neutral
1950,neutral
1951,neutral
1952,entailment
1953,neutral
1954,entailment
1955,neutral
1956,entailment
1957,contradiction
1958,entailment
1959,entailment
1960,contradiction
1961,neutral
1962,neutral
1963,neutral
1964,neutral
1965,entailment
1966,neutral
1967,entailment
1968,neutral
1969,neutral
1970,neutral
1971,neutral
1972,neutral
1973,entailment
1974,neutral
1975,entailment
1976,contradiction
1977,entailment
1978,neutral
1979,neutral
1980,contradiction
1981,contradiction
1982,neutral
1983,neutral
1984,contradiction
1985,neutral
1986,neutral
1987,entailment
1988,entailment
1989,entailment
1990,neutral
1991,contradiction
1992,entailment
1993,neutral
1994,neutral
1995,neutral
1996,neutral
1997,neutral
1998,neutral
1999,neutral
2000,contradiction
2001,neutral
2002,neutral
2003,neutral
2004,neutral
2005,neutral
2006,entailment
2007,neutral
2008,neutral
2009,entailment
2010,contradiction
2011,entailment
2012,entailment
2013,neutral
2014,neutral
2015,neutral
2016,neutral
2017,neutral
2018,neutral
2019,entailment
2020,neutral
2021,neutral
2022,neutral
2023,neutral
2024,neutral
2025,entailment
2026,contradiction
2027,entailment
2028,neutral
2029,neutral
2030,neutral
2031,neutral
2032,entailment
2033,neutral
2034,entailment
2035,entailment
2036,neutral
2037,neutral
2038,neutral
2039,entailment
2040,neutral
2041,neutral
2042,neutral
2043,entailment
2044,contradiction
2045,neutral
2046,neutral
2047,entailment
2048,neutral
2049,contradiction
2050,neutral
2051,neutral
2052,neutral
2053,entailment
2054,neutral
2055,neutral
2056,neutral
2057,entailment
2058,neutral
2059,neutral
2060,neutral
2061,neutral
2062,contradiction
2063,neutral
2064,neutral
2065,neutral
2066,neutral
2067,neutral
2068,neutral
2069,neutral
2070,neutral
2071,neutral
2072,contradiction
2073,neutral
2074,neutral
2075,neutral
2076,neutral
2077,contradiction
2078,neutral
2079,entailment
2080,entailment
2081,neutral
2082,neutral
2083,neutral
2084,entailment
2085,contradiction
2086,contradiction
2087,neutral
2088,entailment
2089,neutral
2090,contradiction
2091,contradiction
2092,neutral
2093,neutral
2094,neutral
2095,contradiction
2096,entailment
2097,entailment
